Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Status,Resolution,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,First Response Delay (hrs),Resolution Time (hrs)
49,2,32,2,12,0,1535,0,1,5,29370.68138888889,29374.06472222222
34,0,16,3,4,0,823,3,2,3,25530.715,25532.965
55,2,10,0,13,0,315,2,3,4,28708.84888888889,28718.31555555556
37,1,41,1,4,2,0,1,3,3,24910.665833333333,21306.388055555555
58,2,37,1,1,0,1320,2,0,5,12595.533055555556,12595.416388888889
55,0,17,3,15,1,0,3,2,3,21273.225972222222,21306.388055555555
63,0,26,1,2,2,0,2,0,3,19649.033888888887,21306.388055555555
59,0,5,2,11,0,1548,1,1,2,22884.15111111111,22882.60111111111
69,0,3,0,4,2,0,0,1,3,25073.11833333333,21306.388055555555
44,0,12,1,3,1,0,0,3,3,21273.225972222222,21306.388055555555
65,0,6,0,11,2,0,1,2,3,17639.9525,21306.388055555555
39,2,40,3,6,2,0,0,3,3,14138.253055555557,21306.388055555555
57,1,2,4,4,0,1339,1,0,2,29752.053333333333,29752.22
68,2,24,4,0,2,0,0,2,3,21809.570277777777,21306.388055555555
68,2,10,4,10,1,0,3,3,3,21273.225972222222,21306.388055555555
57,2,33,4,11,2,0,1,2,3,29700.637777777774,21306.388055555555
21,2,29,1,6,2,0,3,3,3,27746.20472222222,21306.388055555555
46,1,10,2,7,2,0,2,0,3,12984.955277777775,21306.388055555555
69,1,8,2,11,1,0,0,2,3,21273.225972222222,21306.388055555555
68,2,31,2,4,1,0,3,2,3,21273.225972222222,21306.388055555555
41,0,21,1,15,1,0,3,3,3,21273.225972222222,21306.388055555555
55,1,10,1,12,2,0,2,2,3,26109.12361111111,21306.388055555555
39,1,9,1,1,0,2440,2,1,3,16794.957222222223,16780.740555555556
55,1,18,3,7,1,0,2,1,3,21273.225972222222,21306.388055555555
51,1,18,1,4,2,0,0,2,3,23801.52472222222,21306.388055555555
50,0,35,2,8,1,0,1,3,3,21273.225972222222,21306.388055555555
56,2,32,3,3,2,0,1,2,3,18757.97555555556,21306.388055555555
24,1,32,0,10,1,0,2,1,3,21273.225972222222,21306.388055555555
54,0,22,1,15,2,0,1,1,3,12688.693055555555,21306.388055555555
63,2,22,4,1,1,0,1,0,3,21273.225972222222,21306.388055555555
18,1,25,4,4,1,0,1,1,3,21273.225972222222,21306.388055555555
21,1,12,3,12,2,0,0,0,3,14981.743888888888,21306.388055555555
26,1,1,1,6,0,1096,0,1,5,22861.260833333334,22867.310833333333
58,2,40,1,13,2,0,2,1,3,24524.26111111111,21306.388055555555
22,2,33,4,5,2,0,0,2,3,24279.361666666668,21306.388055555555
21,2,24,2,8,0,2605,1,1,4,24751.74555555556,24758.862222222226
23,1,1,3,6,0,2672,2,3,5,24892.4125,24888.079166666663
70,2,39,3,15,0,890,1,0,1,15171.112777777778,15186.329444444444
36,0,13,4,10,0,2432,2,2,1,19544.096388888887,19554.11305555556
61,1,41,1,2,1,0,0,2,3,21273.225972222222,21306.388055555555
56,2,10,0,12,1,0,2,2,3,21273.225972222222,21306.388055555555
68,0,17,3,14,0,751,2,1,4,19253.548055555555,19257.714722222223
47,0,33,2,6,2,0,0,2,3,26335.965,21306.388055555555
46,2,24,0,2,1,0,2,3,3,21273.225972222222,21306.388055555555
66,1,6,2,12,0,1661,3,1,4,19382.082222222223,19387.73222222222
67,1,15,1,7,2,0,2,3,3,20056.2825,21306.388055555555
48,1,27,3,14,1,0,2,3,3,21273.225972222222,21306.388055555555
51,2,22,2,6,1,0,2,2,3,21273.225972222222,21306.388055555555
27,0,10,4,14,2,0,1,1,3,23908.51638888889,21306.388055555555
50,1,2,4,15,0,1032,3,2,5,26215.699722222223,26215.883055555558
38,0,19,3,1,1,0,0,2,3,21273.225972222222,21306.388055555555
34,0,1,0,12,1,0,1,2,3,21273.225972222222,21306.388055555555
18,1,10,1,14,2,0,3,2,3,19773.650833333333,21306.388055555555
33,0,37,4,8,0,1914,0,3,1,22681.434166666662,22695.1175
55,1,22,0,14,1,0,0,2,3,21273.225972222222,21306.388055555555
46,2,21,4,6,0,1265,1,0,3,28825.801944444444,28823.351944444443
68,2,7,1,4,2,0,3,1,3,14318.685555555556,21306.388055555555
54,1,13,2,15,0,183,0,3,3,29327.769166666665,29343.48583333333
48,0,22,2,10,2,0,3,3,3,16784.953055555554,21306.388055555555
30,0,34,1,5,2,0,3,1,3,16987.92,21306.388055555555
46,1,12,3,3,1,0,1,0,3,21273.225972222222,21306.388055555555
27,2,3,2,15,2,0,3,1,3,16430.75388888889,21306.388055555555
29,2,27,0,7,0,1257,1,1,2,22096.1375,22081.354166666668
22,2,38,1,11,1,0,1,1,3,21273.225972222222,21306.388055555555
35,2,2,4,8,1,0,1,3,3,21273.225972222222,21306.388055555555
41,1,7,1,13,2,0,0,3,3,17797.705833333333,21306.388055555555
20,1,4,4,9,0,627,1,0,3,14612.055833333334,14609.405833333334
40,0,3,3,3,1,0,3,1,3,21273.225972222222,21306.388055555555
25,1,28,4,15,2,0,2,2,3,26376.506666666668,21306.388055555555
57,1,2,2,8,2,0,1,2,3,24581.556944444445,21306.388055555555
52,0,36,2,12,2,0,1,2,3,28523.05722222222,21306.388055555555
31,0,9,3,6,1,0,1,1,3,21273.225972222222,21306.388055555555
64,0,14,2,14,0,893,1,3,4,28543.807777777776,28546.807777777776
36,0,28,4,9,1,0,3,0,3,21273.225972222222,21306.388055555555
24,1,14,0,4,2,0,1,0,3,17682.041944444445,21306.388055555555
26,1,40,0,5,2,0,0,0,3,19859.42583333333,21306.388055555555
40,2,28,3,5,1,0,0,2,3,21273.225972222222,21306.388055555555
47,2,16,4,6,0,374,0,3,1,12545.676666666666,12530.71
47,1,19,1,3,1,0,2,2,3,21273.225972222222,21306.388055555555
65,2,11,4,3,1,0,2,0,3,21273.225972222222,21306.388055555555
19,2,11,1,0,2,0,1,1,3,20393.827222222222,21306.388055555555
20,2,5,3,12,1,0,0,1,3,21273.225972222222,21306.388055555555
25,1,22,0,4,0,744,1,3,4,23385.79472222222,23386.66138888889
59,0,26,0,4,1,0,2,2,3,21273.225972222222,21306.388055555555
31,1,14,1,8,2,0,3,1,3,13081.195277777775,21306.388055555555
23,1,8,0,9,2,0,3,2,3,16838.2625,21306.388055555555
38,0,4,4,4,0,931,3,1,2,17779.213055555556,17771.763055555555
39,2,38,3,12,2,0,2,0,3,20732.88027777778,21306.388055555555
26,1,22,4,8,1,0,3,1,3,21273.225972222222,21306.388055555555
62,0,6,4,15,0,23,3,0,3,16622.230555555554,16608.397222222222
70,0,5,0,14,1,0,1,3,3,21273.225972222222,21306.388055555555
23,2,11,1,12,0,1508,2,2,4,25854.265,25847.281666666662
61,0,0,0,10,0,1618,0,1,2,18871.49861111111,18875.348611111112
49,1,31,0,7,2,0,2,3,3,26670.698888888888,21306.388055555555
19,2,26,3,3,2,0,3,2,3,23920.365833333333,21306.388055555555
34,1,1,2,4,1,0,1,0,3,21273.225972222222,21306.388055555555
34,0,15,2,0,1,0,2,3,3,21273.225972222222,21306.388055555555
55,0,39,4,12,0,1683,2,0,1,15473.016944444444,15470.800277777778
61,0,29,1,11,0,1524,2,3,5,16621.800277777777,16619.550277777777
53,1,30,2,10,0,1779,2,3,1,26861.634166666667,26855.0675
54,1,22,2,5,1,0,3,0,3,21273.225972222222,21306.388055555555
45,2,8,4,14,2,0,0,1,3,18070.235,21306.388055555555
56,1,13,3,5,0,172,1,1,1,27070.535555555554,27084.768888888888
23,2,23,4,10,1,0,1,0,3,21273.225972222222,21306.388055555555
27,1,7,2,15,0,1515,3,0,5,13153.569444444443,13171.352777777778
31,1,20,4,2,0,1681,1,1,4,18703.819722222222,18711.269722222223
29,2,36,4,4,1,0,2,2,3,21273.225972222222,21306.388055555555
39,0,8,0,4,0,2768,1,1,3,19740.803888888888,19734.053888888888
59,1,7,3,11,1,0,3,2,3,21273.225972222222,21306.388055555555
47,0,16,3,1,2,0,2,3,3,23819.855,21306.388055555555
48,0,3,0,12,0,1443,0,3,1,28989.338888888888,28972.48888888889
34,1,35,4,9,0,558,0,3,4,20736.07222222222,20743.63888888889
30,0,30,4,1,0,1328,2,0,5,22519.12277777778,22520.15611111111
22,0,10,0,0,2,0,3,0,3,17052.40638888889,21306.388055555555
66,0,39,2,14,1,0,2,2,3,21273.225972222222,21306.388055555555
30,1,38,1,4,1,0,3,1,3,21273.225972222222,21306.388055555555
53,1,18,0,13,2,0,3,0,3,23503.55722222222,21306.388055555555
61,0,41,2,3,1,0,2,1,3,21273.225972222222,21306.388055555555
50,1,18,1,11,1,0,3,3,3,21273.225972222222,21306.388055555555
68,2,9,0,6,2,0,3,3,3,18956.34222222222,21306.388055555555
66,2,27,1,9,0,153,3,3,3,14535.4925,14525.525833333331
56,0,30,3,0,0,389,3,3,2,20495.709722222226,20511.993055555555
47,2,2,1,14,0,524,0,2,1,20405.710277777776,20407.576944444445
60,0,12,4,1,0,1157,2,3,3,13261.860277777778,13247.610277777778
41,2,30,4,13,2,0,3,0,3,16133.1275,21306.388055555555
46,2,38,3,2,2,0,1,1,3,26933.26111111111,21306.388055555555
20,0,18,3,10,0,1221,0,2,1,23072.06166666667,23064.245
63,0,10,3,14,0,2318,0,0,1,17875.095555555556,17877.57888888889
54,1,2,4,10,1,0,3,0,3,21273.225972222222,21306.388055555555
38,0,0,2,10,1,0,0,2,3,21273.225972222222,21306.388055555555
47,0,13,0,7,2,0,1,3,3,16734.196944444444,21306.388055555555
56,2,38,0,10,0,1093,2,3,5,26281.49722222222,26294.19722222222
52,0,14,1,12,0,2263,1,2,4,28690.71444444445,28693.13111111111
44,1,28,2,6,2,0,1,0,3,28382.698333333334,21306.388055555555
42,1,4,2,1,2,0,3,0,3,16122.381944444443,21306.388055555555
45,0,41,4,4,1,0,0,1,3,21273.225972222222,21306.388055555555
57,1,39,4,10,2,0,3,3,3,29853.199166666665,21306.388055555555
52,1,23,3,6,0,1969,0,3,2,13549.86638888889,13538.316388888888
51,0,18,1,8,0,1133,0,3,4,18118.666666666668,18127.95
54,2,15,4,4,1,0,0,1,3,21273.225972222222,21306.388055555555
56,1,41,3,8,1,0,2,0,3,21273.225972222222,21306.388055555555
50,2,38,2,11,1,0,2,0,3,21273.225972222222,21306.388055555555
65,0,31,2,13,1,0,1,3,3,21273.225972222222,21306.388055555555
56,0,13,3,6,1,0,0,1,3,21273.225972222222,21306.388055555555
45,1,32,1,6,2,0,3,0,3,16500.335555555557,21306.388055555555
55,0,27,4,14,2,0,1,3,3,13333.452777777778,21306.388055555555
49,2,8,4,2,2,0,2,3,3,25996.78638888889,21306.388055555555
38,1,33,3,10,1,0,1,1,3,21273.225972222222,21306.388055555555
60,2,0,1,7,1,0,0,3,3,21273.225972222222,21306.388055555555
36,2,20,3,11,0,485,0,2,4,25049.32083333333,25046.1875
34,0,12,1,3,2,0,3,2,3,20989.28805555556,21306.388055555555
32,0,6,3,1,2,0,1,2,3,15222.138333333334,21306.388055555555
24,2,29,3,9,2,0,2,0,3,20893.422222222223,21306.388055555555
60,0,13,4,13,1,0,3,1,3,21273.225972222222,21306.388055555555
24,2,25,4,12,1,0,1,0,3,21273.225972222222,21306.388055555555
34,0,10,1,8,1,0,2,3,3,21273.225972222222,21306.388055555555
46,1,8,0,8,0,938,1,0,1,18996.790277777774,18986.640277777777
26,0,30,0,15,2,0,0,1,3,29008.12361111111,21306.388055555555
27,1,35,3,12,0,2144,0,0,1,12748.690555555557,12748.073888888888
39,2,26,1,14,2,0,1,3,3,25614.274444444443,21306.388055555555
18,0,21,4,10,0,1559,2,3,2,22112.041666666668,22116.30833333333
68,1,11,2,11,0,70,2,1,2,27123.35861111111,27125.70861111111
57,0,18,0,4,0,912,2,3,4,17170.292222222222,17158.70888888889
31,1,19,0,11,1,0,1,3,3,21273.225972222222,21306.388055555555
27,0,14,3,2,0,2393,1,1,4,17097.143055555556,17102.043055555554
41,1,17,3,9,1,0,2,0,3,21273.225972222222,21306.388055555555
38,1,14,2,1,2,0,3,0,3,25073.326666666668,21306.388055555555
45,2,38,4,9,2,0,1,2,3,27259.676944444444,21306.388055555555
55,0,19,2,6,0,467,0,1,4,27507.810833333333,27502.810833333333
29,1,6,0,4,0,881,1,3,5,15240.81111111111,15259.144444444444
64,0,32,2,15,1,0,2,1,3,21273.225972222222,21306.388055555555
50,0,0,4,8,0,1934,3,3,1,14616.962222222222,14628.07888888889
54,2,9,1,8,2,0,0,2,3,17266.579166666666,21306.388055555555
69,2,22,3,4,0,2730,3,3,5,14335.146388888888,14326.613055555556
50,2,33,1,2,2,0,1,3,3,14831.613611111112,21306.388055555555
27,0,31,4,15,1,0,3,0,3,21273.225972222222,21306.388055555555
22,0,22,0,14,1,0,1,2,3,21273.225972222222,21306.388055555555
69,1,41,3,7,0,2334,3,0,4,21743.430555555555,21747.797222222223
45,1,29,1,0,0,1907,1,3,4,14949.614444444444,14949.264444444443
33,2,41,0,1,1,0,0,2,3,21273.225972222222,21306.388055555555
65,1,9,0,15,2,0,2,3,3,27140.331388888888,21306.388055555555
61,0,37,1,1,1,0,3,2,3,21273.225972222222,21306.388055555555
68,2,35,0,5,0,2278,1,2,5,26931.98222222222,26946.48222222222
68,0,12,1,9,0,2193,2,1,5,21017.449722222223,21002.383055555558
38,1,28,2,11,2,0,3,0,3,25644.58333333333,21306.388055555555
63,0,26,3,3,0,2623,2,2,4,26817.966944444444,26821.883611111112
68,1,15,4,6,2,0,0,2,3,13602.200833333334,21306.388055555555
58,1,17,0,5,1,0,0,2,3,21273.225972222222,21306.388055555555
18,2,26,3,1,0,851,0,3,2,17011.051666666666,16991.685
53,0,18,4,5,1,0,2,3,3,21273.225972222222,21306.388055555555
39,0,41,3,10,1,0,0,2,3,21273.225972222222,21306.388055555555
52,2,14,3,15,1,0,0,2,3,21273.225972222222,21306.388055555555
65,2,14,1,4,1,0,3,1,3,21273.225972222222,21306.388055555555
34,2,20,2,7,1,0,1,0,3,21273.225972222222,21306.388055555555
70,0,1,3,11,0,372,2,2,3,22860.52083333333,22859.2875
27,2,21,2,13,0,83,3,0,2,21422.37138888889,21407.20472222222
52,1,28,2,14,1,0,3,2,3,21273.225972222222,21306.388055555555
26,1,12,1,5,2,0,3,1,3,18532.771666666667,21306.388055555555
43,2,14,3,13,2,0,3,2,3,13480.655555555555,21306.388055555555
31,2,17,4,11,2,0,3,3,3,13541.189444444444,21306.388055555555
42,2,20,3,14,0,1944,1,0,3,15076.589722222225,15093.60638888889
49,2,35,3,9,1,0,1,2,3,21273.225972222222,21306.388055555555
20,1,24,2,11,1,0,2,1,3,21273.225972222222,21306.388055555555
50,0,24,0,1,1,0,3,2,3,21273.225972222222,21306.388055555555
61,1,2,0,9,1,0,3,2,3,21273.225972222222,21306.388055555555
53,2,18,3,3,1,0,0,1,3,21273.225972222222,21306.388055555555
41,1,3,1,4,1,0,2,3,3,21273.225972222222,21306.388055555555
39,1,0,3,9,2,0,3,3,3,25680.4925,21306.388055555555
53,0,31,4,13,0,940,2,1,2,19691.809444444443,19692.97611111111
24,1,37,0,2,0,905,3,1,5,27174.00972222222,27183.80972222222
39,1,9,0,11,2,0,1,3,3,25152.326944444445,21306.388055555555
54,0,13,3,13,0,1960,3,0,2,14152.410833333332,14156.6275
59,1,3,1,9,0,1462,3,0,4,14582.244166666667,14589.344166666666
57,1,9,3,15,1,0,1,1,3,21273.225972222222,21306.388055555555
21,1,20,0,14,0,529,2,1,2,25380.245277777776,25372.59527777778
54,1,7,3,10,2,0,1,1,3,29546.762222222223,21306.388055555555
25,1,24,0,5,2,0,1,0,3,21052.92944444445,21306.388055555555
25,1,39,0,3,2,0,2,0,3,14613.829444444444,21306.388055555555
62,1,5,2,1,0,575,1,1,4,28796.31333333333,28782.946666666667
29,0,11,2,6,0,728,1,0,2,14096.31361111111,14087.746944444443
33,2,38,3,5,2,0,0,1,3,21137.130833333333,21306.388055555555
37,0,24,3,11,1,0,3,2,3,21273.225972222222,21306.388055555555
21,2,37,3,7,2,0,2,0,3,16674.198055555556,21306.388055555555
27,0,38,3,8,0,1659,0,0,2,20972.465277777777,20963.381944444445
20,0,25,3,10,0,2424,2,2,1,23802.1825,23804.865833333333
46,0,23,2,7,1,0,3,1,3,21273.225972222222,21306.388055555555
51,1,25,4,13,0,2330,3,3,3,21979.55,21979.2
30,1,31,1,5,0,2186,3,0,5,18055.300277777777,18058.750277777777
56,2,28,1,7,1,0,3,2,3,21273.225972222222,21306.388055555555
20,0,2,3,2,1,0,1,0,3,21273.225972222222,21306.388055555555
41,1,10,3,2,0,157,2,2,1,26172.934444444443,26179.634444444444
31,2,39,4,1,0,506,1,2,1,21037.168055555558,21022.618055555555
21,0,33,1,15,1,0,2,0,3,21273.225972222222,21306.388055555555
36,0,0,3,8,0,2235,0,3,1,15763.8525,15765.585833333333
61,0,18,3,5,1,0,2,1,3,21273.225972222222,21306.388055555555
47,1,39,1,14,0,1338,0,0,1,16530.653333333332,16521.753333333334
67,0,4,4,2,2,0,0,1,3,29678.386666666665,21306.388055555555
60,1,35,4,13,1,0,0,2,3,21273.225972222222,21306.388055555555
57,2,21,1,11,1,0,1,1,3,21273.225972222222,21306.388055555555
28,2,1,0,1,2,0,0,2,3,23902.82083333333,21306.388055555555
34,1,36,2,14,0,1987,1,1,2,29747.721388888887,29741.221388888887
39,1,40,4,7,0,986,3,3,2,20389.70527777778,20386.738611111112
68,1,6,0,13,2,0,3,3,3,29208.672222222223,21306.388055555555
25,0,36,4,1,0,707,3,0,3,18558.856111111112,18560.139444444445
27,1,39,4,1,2,0,3,3,3,25434.95611111111,21306.388055555555
41,1,17,1,13,0,420,1,3,5,17971.64,17959.49
33,1,2,1,1,1,0,1,2,3,21273.225972222222,21306.388055555555
53,2,33,2,1,2,0,1,2,3,29732.740833333333,21306.388055555555
56,1,18,3,9,1,0,1,1,3,21273.225972222222,21306.388055555555
37,1,29,1,14,1,0,1,2,3,21273.225972222222,21306.388055555555
22,2,40,4,7,0,1527,1,0,3,19808.97527777778,19810.40861111111
22,1,22,4,9,0,1500,3,0,5,16131.259166666669,16134.409166666666
34,2,11,2,13,1,0,0,3,3,21273.225972222222,21306.388055555555
63,1,34,0,15,2,0,3,0,3,25080.959444444445,21306.388055555555
21,2,28,3,10,2,0,0,1,3,22317.27666666667,21306.388055555555
32,1,30,0,7,2,0,1,3,3,12527.460555555555,21306.388055555555
36,0,25,2,8,0,2079,1,1,1,24062.394166666665,24054.244166666667
53,1,23,3,6,1,0,0,2,3,21273.225972222222,21306.388055555555
40,1,29,4,11,1,0,1,2,3,21273.225972222222,21306.388055555555
41,1,3,4,8,2,0,0,2,3,29884.645277777778,21306.388055555555
44,0,4,0,8,1,0,2,2,3,21273.225972222222,21306.388055555555
69,1,25,2,3,0,2585,0,0,5,26342.312777777777,26327.829444444444
43,0,18,2,14,1,0,3,3,3,21273.225972222222,21306.388055555555
29,1,20,0,13,0,1196,1,3,5,26726.963333333333,26728.66333333333
35,2,8,4,5,0,982,2,0,3,20483.680555555555,20490.76388888889
55,2,1,3,4,1,0,3,2,3,21273.225972222222,21306.388055555555
41,1,39,0,9,1,0,2,0,3,21273.225972222222,21306.388055555555
69,2,25,3,13,1,0,3,0,3,21273.225972222222,21306.388055555555
32,1,34,1,1,2,0,2,0,3,14104.465555555556,21306.388055555555
29,2,3,2,0,1,0,2,3,3,21273.225972222222,21306.388055555555
50,1,4,2,7,0,800,3,3,5,26081.33333333333,26076.5
52,1,34,3,6,2,0,3,3,3,18665.883611111112,21306.388055555555
28,1,22,1,12,2,0,0,2,3,16235.150555555556,21306.388055555555
40,0,27,3,10,0,1849,2,0,2,19921.434166666662,19942.184166666662
23,2,32,3,0,0,2543,1,1,5,19290.801111111112,19277.934444444443
61,2,18,1,8,2,0,1,3,3,25222.085,21306.388055555555
57,0,30,3,9,0,1526,2,0,4,21372.08555555556,21380.13555555556
19,1,4,0,2,2,0,0,1,3,13320.852777777778,21306.388055555555
36,0,36,2,13,2,0,2,3,3,18490.269722222223,21306.388055555555
67,0,20,2,14,2,0,0,1,3,23519.17,21306.388055555555
41,2,12,1,11,1,0,0,0,3,21273.225972222222,21306.388055555555
48,2,13,2,10,0,2643,2,2,3,24543.454444444444,24547.104444444445
28,1,34,2,2,1,0,1,0,3,21273.225972222222,21306.388055555555
22,0,37,1,14,2,0,2,2,3,21067.48833333333,21306.388055555555
30,2,36,1,2,1,0,1,3,3,21273.225972222222,21306.388055555555
31,1,29,3,0,2,0,1,3,3,29000.0225,21306.388055555555
26,1,29,3,15,1,0,1,3,3,21273.225972222222,21306.388055555555
35,1,34,4,13,0,1416,1,0,3,26016.656666666662,26026.156666666662
61,2,37,4,12,2,0,0,0,3,23862.37361111111,21306.388055555555
19,0,23,1,4,2,0,2,1,3,23966.974166666667,21306.388055555555
45,0,17,3,8,0,2471,1,3,3,26429.007777777777,26442.724444444444
66,1,35,4,0,0,533,2,2,2,12887.124722222225,12888.858055555556
63,1,10,4,1,0,290,0,1,3,16075.958611111111,16072.25861111111
62,1,35,3,4,0,1191,3,0,3,20810.3925,20813.07583333333
56,2,1,3,6,0,136,2,1,4,15845.075833333334,15855.675833333333
53,0,31,2,0,1,0,1,0,3,21273.225972222222,21306.388055555555
24,0,29,2,9,1,0,3,1,3,21273.225972222222,21306.388055555555
37,2,1,4,8,2,0,3,1,3,14155.21,21306.388055555555
28,2,40,2,1,2,0,1,3,3,25735.46055555556,21306.388055555555
63,1,0,4,11,1,0,0,0,3,21273.225972222222,21306.388055555555
40,2,21,1,10,1,0,2,2,3,21273.225972222222,21306.388055555555
56,0,26,1,15,1,0,0,3,3,21273.225972222222,21306.388055555555
21,1,25,3,14,2,0,0,1,3,20767.77888888889,21306.388055555555
34,1,27,4,3,1,0,0,0,3,21273.225972222222,21306.388055555555
66,1,14,2,3,1,0,1,3,3,21273.225972222222,21306.388055555555
37,2,24,3,4,1,0,1,3,3,21273.225972222222,21306.388055555555
69,1,20,4,12,2,0,1,1,3,25026.31388888889,21306.388055555555
60,1,3,0,13,2,0,2,3,3,29010.597777777777,21306.388055555555
24,0,22,1,8,2,0,1,0,3,19804.24805555556,21306.388055555555
55,1,33,0,8,2,0,2,3,3,20827.615,21306.388055555555
43,0,41,1,8,1,0,2,1,3,21273.225972222222,21306.388055555555
42,1,0,0,1,2,0,3,2,3,15589.315555555557,21306.388055555555
52,2,30,3,14,1,0,1,3,3,21273.225972222222,21306.388055555555
43,2,37,3,9,0,1428,0,3,1,13068.632777777775,13068.999444444444
42,0,39,3,4,0,112,2,3,1,19082.733333333334,19080.483333333334
59,0,24,3,0,0,874,3,2,5,16908.950277777778,16907.466944444444
48,1,3,0,1,0,2516,3,2,5,28634.417222222222,28630.58388888889
51,1,27,3,4,2,0,3,2,3,22119.617777777778,21306.388055555555
69,1,22,3,7,2,0,1,3,3,14996.685,21306.388055555555
61,1,11,0,7,1,0,2,3,3,21273.225972222222,21306.388055555555
32,2,37,2,5,1,0,1,0,3,21273.225972222222,21306.388055555555
61,0,36,0,15,0,1804,0,1,5,12747.1025,12748.9025
69,1,18,0,9,2,0,1,2,3,28774.61972222222,21306.388055555555
28,1,15,4,1,1,0,3,3,3,21273.225972222222,21306.388055555555
20,0,34,0,3,2,0,3,3,3,27324.42027777778,21306.388055555555
70,1,39,2,0,1,0,0,1,3,21273.225972222222,21306.388055555555
30,2,2,3,13,2,0,2,3,3,25171.254444444443,21306.388055555555
39,1,36,4,12,2,0,3,1,3,15679.471666666666,21306.388055555555
34,1,41,4,1,0,450,1,3,1,24374.272222222226,24376.172222222223
54,0,22,0,8,1,0,3,2,3,21273.225972222222,21306.388055555555
62,1,25,3,1,2,0,2,3,3,19937.40638888889,21306.388055555555
37,0,12,0,5,1,0,1,1,3,21273.225972222222,21306.388055555555
38,2,6,0,3,1,0,1,2,3,21273.225972222222,21306.388055555555
66,0,16,4,8,0,990,1,3,1,29569.64083333333,29574.7575
55,0,7,0,6,0,115,1,0,2,17297.108055555556,17286.424722222222
31,2,12,1,8,2,0,1,1,3,27437.624722222223,21306.388055555555
63,2,1,2,4,0,436,0,3,2,20414.70833333333,20412.191666666666
41,1,38,4,7,2,0,2,2,3,23063.72527777778,21306.388055555555
23,1,33,2,10,1,0,3,0,3,21273.225972222222,21306.388055555555
20,1,29,4,8,2,0,1,3,3,25198.57611111111,21306.388055555555
55,1,35,4,1,2,0,2,3,3,13552.843333333334,21306.388055555555
64,2,12,1,6,1,0,2,0,3,21273.225972222222,21306.388055555555
51,2,41,4,11,1,0,3,0,3,21273.225972222222,21306.388055555555
31,0,3,2,7,1,0,0,3,3,21273.225972222222,21306.388055555555
51,2,20,4,0,0,825,0,0,4,15551.261388888888,15555.64472222222
59,1,9,2,12,1,0,0,2,3,21273.225972222222,21306.388055555555
28,1,7,0,7,0,515,3,1,5,29488.161944444444,29479.761944444443
18,2,19,3,15,0,2552,2,0,4,24311.0625,24333.429166666665
50,1,10,3,5,1,0,1,3,3,21273.225972222222,21306.388055555555
46,0,1,4,10,1,0,3,0,3,21273.225972222222,21306.388055555555
38,2,24,1,0,1,0,3,3,3,21273.225972222222,21306.388055555555
18,0,29,1,13,1,0,0,0,3,21273.225972222222,21306.388055555555
49,0,35,1,8,1,0,1,2,3,21273.225972222222,21306.388055555555
60,0,9,0,8,1,0,0,1,3,21273.225972222222,21306.388055555555
38,2,1,2,5,0,2224,2,2,4,25380.19861111111,25370.765277777777
27,1,27,4,13,0,1772,1,0,3,12690.215833333334,12676.5825
58,2,15,4,6,1,0,0,0,3,21273.225972222222,21306.388055555555
35,1,28,1,9,1,0,3,2,3,21273.225972222222,21306.388055555555
49,1,11,0,9,1,0,2,2,3,21273.225972222222,21306.388055555555
56,1,18,2,6,2,0,3,1,3,20602.950277777774,21306.388055555555
22,2,2,1,10,1,0,3,2,3,21273.225972222222,21306.388055555555
67,0,37,4,1,0,2291,2,2,2,29328.084722222226,29339.818055555555
49,2,28,4,12,0,38,1,2,2,14251.951944444443,14245.468611111111
54,1,26,4,2,2,0,3,3,3,24638.66888888889,21306.388055555555
27,0,19,3,2,2,0,1,1,3,26668.569166666668,21306.388055555555
25,0,6,2,2,2,0,0,2,3,27194.636388888888,21306.388055555555
45,0,17,4,12,0,2204,0,3,2,21820.386944444443,21835.586944444443
34,1,17,3,9,2,0,1,3,3,29309.95388888889,21306.388055555555
20,0,23,3,11,2,0,0,1,3,19768.28777777778,21306.388055555555
44,2,13,1,13,1,0,3,2,3,21273.225972222222,21306.388055555555
38,1,11,2,6,0,1691,3,0,5,24285.12222222222,24284.422222222223
53,0,35,3,14,1,0,3,2,3,21273.225972222222,21306.388055555555
20,0,0,1,9,1,0,2,1,3,21273.225972222222,21306.388055555555
33,0,39,2,0,0,1358,3,2,3,25182.72333333333,25177.073333333334
36,0,13,4,2,0,944,0,0,4,28117.24,28104.34
54,2,37,3,15,0,1609,2,2,2,27913.106944444444,27913.223611111112
22,1,31,1,4,2,0,1,2,3,16851.72388888889,21306.388055555555
25,1,15,1,1,1,0,3,3,3,21273.225972222222,21306.388055555555
35,1,21,0,6,1,0,0,1,3,21273.225972222222,21306.388055555555
66,1,2,3,9,2,0,3,0,3,13687.50861111111,21306.388055555555
46,2,28,0,15,2,0,2,2,3,21480.025833333333,21306.388055555555
67,0,34,0,10,2,0,2,1,3,12436.509722222225,21306.388055555555
50,2,14,0,7,1,0,3,3,3,21273.225972222222,21306.388055555555
61,2,21,2,6,2,0,0,1,3,12656.04388888889,21306.388055555555
43,1,38,2,6,0,1874,2,1,4,20438.494166666667,20440.510833333334
60,2,34,4,5,2,0,1,3,3,20159.061388888887,21306.388055555555
43,1,21,0,0,2,0,3,1,3,21997.828611111112,21306.388055555555
